invitation,decision_ada,route_code,escort,daily_eur,status,discount_pct,awarded_daily_eur
9,ΨΧΓ57ΛΛ-ΥΥΛ,26-ΠΠ-Τ600,ΝΑΙ,71.97,barren,,
9,ΨΧΓ57ΛΛ-ΥΥΛ,26-ΠΠ-Τ603,ΟΧΙ,45.45,barren,,
9,ΨΧΓ57ΛΛ-ΥΥΛ,26-ΠΠ-Τ604,ΝΑΙ,48.41,barren,,
9,ΨΧΓ57ΛΛ-ΥΥΛ,26-ΠΠ-Τ605,ΟΧΙ,66.25,barren,,
9,ΨΧΓ57ΛΛ-ΥΥΛ,26-ΠΠ-Τ700,ΝΑΙ,84.82,barren,,
9,ΨΧΓ57ΛΛ-ΥΥΛ,26-ΠΠ-Τ701,ΝΑΙ,57.00,barren,,
9,ΨΧΓ57ΛΛ-ΥΥΛ,26-ΠΠ-ΩΝΣ-Τ1,ΟΧΙ,102.13,barren,,
9,ΨΧΓ57ΛΛ-ΥΥΛ,26-ΠΠ-ΩΝΣ-Τ2,ΟΧΙ,59.43,barren,,
9,ΨΧΓ57ΛΛ-ΥΥΛ,26-ΠΠ-ΩΝΣ-Τ3,ΟΧΙ,72.63,barren,,
9,ΨΧΓ57ΛΛ-ΥΥΛ,26-ΠΠ-ΩΝΣ-Τ4,ΟΧΙ,59.50,barren,,
9,ΨΧΓ57ΛΛ-ΥΥΛ,G26-0705-Τ13,ΟΧΙ,67.56,barren,,
9,ΨΧΓ57ΛΛ-ΥΥΛ,G26-0706-Τ1,ΟΧΙ,39.62,barren,,
9,ΨΧΓ57ΛΛ-ΥΥΛ,G26-0712-Τ2,ΟΧΙ,38.20,barren,,
9,ΨΧΓ57ΛΛ-ΥΥΛ,G26-0714-Τ1,ΟΧΙ,30.33,barren,,
9,ΨΧΓ57ΛΛ-ΥΥΛ,S26-0708-Τ2,ΝΑΙ,93.08,barren,,
9,ΨΧΓ57ΛΛ-ΥΥΛ,S26-0708-Τ3,ΝΑΙ,58.13,barren,,
9,ΨΧΓ57ΛΛ-ΥΥΛ,S26-0710-Τ15,ΝΑΙ,67.76,barren,,
9,ΨΧΓ57ΛΛ-ΥΥΛ,S26-0711-Τ1,ΝΑΙ,76.76,barren,,
9,ΨΧΓ57ΛΛ-ΥΥΛ,S26-ΑΑ-0708-Τ60,ΝΑΙ,97.54,barren,,
9,ΨΧΓ57ΛΛ-ΥΥΛ,S26-ΑΑ-0710-Τ13,ΝΑΙ,51.02,barren,,
9,ΨΧΓ57ΛΛ-ΥΥΛ,S26-ΒΑ-Τ12,ΟΧΙ,37.12,barren,,
9,ΨΧΓ57ΛΛ-ΥΥΛ,S26-ΒΑ-Τ24,ΝΑΙ,99.79,barren,,
9,ΨΧΓ57ΛΛ-ΥΥΛ,S26-Ε-Τ3,ΟΧΙ,43.12,barren,,
